GEOID,IDNUM
42003D950PITTSBURGH WD 32 DIST 07,615
42003D970PITTSBURGH WD 32 DIST 08,616
42003D980PLEASANT HILLS DIST 01,617
42003D990PLEASANT HILLS DIST 02,618
42003F200SHALER TWP WD 04 DIST 03,619
42003F201SHALER TWP WD 04 DIST 04,620
42003F202SHALER TWP WD 04 DIST 05,621
42003F210SHALER TWP WD 05 DIST 01,622
42003F220SHALER TWP WD 05 DIST 02,623
42003F230SHALER TWP WD 05 DIST 03,624
42003F240SHALER TWP WD 05 DIST 04,625
42003G420WEST MIFFLIN DIST 05,626
42003G430WEST MIFFLIN DIST 06,627
42003G440WEST MIFFLIN DIST 07,628
42003G450WEST MIFFLIN DIST 08,629
42003G460WEST MIFFLIN DIST 09,630
42003G470WEST MIFFLIN DIST 10,631
42003G480WEST MIFFLIN DIST 11,632
42003831BRENTWOOD DIST 06,633
42003841BRENTWOOD DIST 07,634
42003851BRENTWOOD DIST 08,635
42003861BRENTWOOD DIST 09,636
42003865BRENTWOOD DIST 10,637
420032071ELIZABETH,638
420032090EMSWORTH DIST 01,639
420032100EMSWORTH DIST 02,640
420032111ETNA WD 01,641
420032131ETNA WD 02,642
420032150ETNA WD 03,643
420032091MARSHALL TWP DIST 04,644
42003PR1310MARSHALL TWP DIST 05,645
42003PR1311MARSHALL TWP DIST 06,646
420033240MC CANDLESS TWP WD 01 DIST 01,647
420033250MC CANDLESS TWP WD 01 DIST 02,648
420033260MC CANDLESS TWP WD 01 DIST 03,649
420034470MT. LEBANON TWP WD 02 DIST 06,650
420034480MT. LEBANON TWP WD 02 DIST 07,651
420034490MT. LEBANON TWP WD 02 DIST 08,652
420034500MT. LEBANON TWP WD 03 DIST 01,653
420034510MT. LEBANON TWP WD 03 DIST 02,654
420034520MT. LEBANON TWP WD 03 DIST 03,655
420034530MT. LEBANON TWP WD 03 DIST 04,656
420031191PINE TWP DIST 08,657
420035821PITCAIRN DIST 01,658
420035830PITCAIRN DIST 02,659
420035840PITCAIRN DIST 03,660
420035870PITTSBURGH WD 01 DIST 01,661
420035880PITTSBURGH WD 01 DIST 02,662
420037180PITTSBURGH WD 07 DIST 10,663
420037200PITTSBURGH WD 07 DIST 11,664
420037220PITTSBURGH WD 07 DIST 12,665
420037240PITTSBURGH WD 07 DIST 13,666
420037250PITTSBURGH WD 07 DIST 14,667
420037270PITTSBURGH WD 08 DIST 01,668
420037290PITTSBURGH WD 08 DIST 02,669
420037310PITTSBURGH WD 08 DIST 03,670
420037330PITTSBURGH WD 08 DIST 04,671
420037350PITTSBURGH WD 08 DIST 05,672
420039880PITTSBURGH WD 15 DIST 03,673
420039900PITTSBURGH WD 15 DIST 04,674
420039920PITTSBURGH WD 15 DIST 05,675
420039940PITTSBURGH WD 15 DIST 06,676
420039960PITTSBURGH WD 15 DIST 07,677
420039980PITTSBURGH WD 15 DIST 08,678
42003A000PITTSBURGH WD 15 DIST 09,679
42003A020PITTSBURGH WD 15 DIST 10,680
42003B510PITTSBURGH WD 19 DIST 35,681
42003B520PITTSBURGH WD 19 DIST 36,682
42003B530PITTSBURGH WD 19 DIST 37,683
42003B540PITTSBURGH WD 19 DIST 38,684
42003B560PITTSBURGH WD 20 DIST 01,685
42003B580PITTSBURGH WD 20 DIST 02,686
42003B600PITTSBURGH WD 20 DIST 03,687
42003E000PLEASANT HILLS DIST 03,688
42003E010PLEASANT HILLS DIST 04,689
42003E020PLEASANT HILLS DIST 05,690
42003E030PLEASANT HILLS DIST 06,691
42003E032PLEASANT HILLS DIST 07,692
42003E034PLEASANT HILLS DIST 08,693
42003F241SHALER TWP WD 05 DIST 05,694
42003F250SHALER TWP WD 06 DIST 01,695
42003F260SHALER TWP WD 06 DIST 02,696
42003F270SHALER TWP WD 06 DIST 03,697
42003F280SHALER TWP WD 06 DIST 04,698
42003F281SHALER TWP WD 06 DIST 05,699
42003F290SHALER TWP WD 07 DIST 01,700
42003G490WEST MIFFLIN DIST 12,701
42003G500WEST MIFFLIN DIST 13,702
42003G510WEST MIFFLIN DIST 14,703
42003G520WEST MIFFLIN DIST 15,704
42003G530WEST MIFFLIN DIST 16,705
4200310ALEPPO TWP,706
4200321ASPINWALL DIST 01,707
4200331ASPINWALL DIST 02,708
42003871BRIDGEVILLE DIST 01,709
42003881BRIDGEVILLE DIST 02,710
42003891BRIDGEVILLE DIST 03,711
42003901BRIDGEVILLE DIST 04,712
42003920CARNEGIE WD 01 DIST 01,713
420032160FAWN TWP VTD 01,714
420032170FAWN TWP VTD 02,715
420032180FINDLAY TWP DIST 01,716
420032190FINDLAY TWP DIST 02,717
420032200FINDLAY TWP DIST 03,718
420032211FOREST HILLS DIST 01,719
420033155MC CANDLESS TWP WD 01 DIST 04,720
420033270MC CANDLESS TWP WD 02 DIST 01,721
420033280MC CANDLESS TWP WD 02 DIST 02,722
420033290MC CANDLESS TWP WD 02 DIST 03,723
420033300MC CANDLESS TWP WD 03 DIST 01,724
420034540MT. LEBANON TWP WD 03 DIST 05,725
420034550MT. LEBANON TWP WD 03 DIST 06,726
420034560MT. LEBANON TWP WD 03 DIST 07,727
420034570MT. LEBANON TWP WD 03 DIST 08,728
420034580MT. LEBANON TWP WD 04 DIST 01,729
420034590MT. LEBANON TWP WD 04 DIST 02,730
420035920PITTSBURGH WD 02 DIST 01,731
420035940PITTSBURGH WD 02 DIST 02,732
420035960PITTSBURGH WD 03 DIST 01,733
420035970PITTSBURGH WD 03 DIST 02,734
420035980PITTSBURGH WD 03 DIST 03,735
42003E090PLUM DIST 11,736
42003E100PLUM DIST 12,737
42003E105PLUM DIST 13,738
420037370PITTSBURGH WD 08 DIST 06,739
420037390PITTSBURGH WD 08 DIST 07,740
420037410PITTSBURGH WD 08 DIST 08,741
420037430PITTSBURGH WD 08 DIST 09,742
420037450PITTSBURGH WD 08 DIST 10,743
420037470PITTSBURGH WD 08 DIST 11,744
420037490PITTSBURGH WD 08 DIST 12,745
420037510PITTSBURGH WD 08 DIST 13,746
420037540PITTSBURGH WD 09 DIST 01,747
420037560PITTSBURGH WD 09 DIST 02,748
420037580PITTSBURGH WD 09 DIST 03,749
42003A040PITTSBURGH WD 15 DIST 11,750
42003A060PITTSBURGH WD 15 DIST 12,751
42003A080PITTSBURGH WD 15 DIST 13,752
42003A100PITTSBURGH WD 15 DIST 14,753
42003A120PITTSBURGH WD 15 DIST 15,754
42003A130PITTSBURGH WD 15 DIST 16,755
42003A150PITTSBURGH WD 15 DIST 17,756
42003B620PITTSBURGH WD 20 DIST 04,757
42003B640PITTSBURGH WD 20 DIST 05,758
42003B660PITTSBURGH WD 20 DIST 06,759
42003B680PITTSBURGH WD 20 DIST 07,760
42003B700PITTSBURGH WD 20 DIST 08,761
42003E036PLEASANT HILLS DIST 09,762
42003E038PLEASANT HILLS DIST 10,763
42003E040PLUM DIST 01,764
42003E045PLUM DIST 02,765
42003E050PLUM DIST 03,766
42003E055PLUM DIST 04,767
42003E060PLUM DIST 05,768
42003E065PLUM DIST 06,769
42003E070PLUM DIST 07,770
42003F300SHALER TWP WD 07 DIST 02,771
42003F310SHALER TWP WD 07 DIST 03,772
42003F320SHALER TWP WD 07 DIST 04,773
42003F331SHARPSBURG DIST 01,774
42003F351SHARPSBURG DIST 02,775
42003F371SHARPSBURG DIST 03,776
42003F391SOUTH FAYETTE TWP DIST 01,777
42003F401SOUTH FAYETTE TWP DIST 02,778
42003F411SOUTH FAYETTE TWP DIST 03,779
42003F421SOUTH FAYETTE TWP DIST 04,780
42003F431SOUTH FAYETTE TWP DIST 05,781
42003F441SOUTH FAYETTE TWP DIST 06,782
42003PR1319SOUTH FAYETTE TWP DIST 07,783
42003PR1330SOUTH FAYETTE TWP DIST 08,784
42003PR1321SOUTH FAYETTE TWP DIST 09,785
42003F442SOUTH FAYETTE TWP DIST 10,786
42003PR1318SOUTH FAYETTE TWP DIST 11,787
42003PR1320SOUTH FAYETTE TWP DIST 12,788
42003F460SOUTH PARK TWP DIST 01,789
42003G540WEST MIFFLIN DIST 17,790
42003G550WEST MIFFLIN DIST 18,791
42003G560WEST MIFFLIN DIST 19,792
42003G570WEST MIFFLIN DIST 20,793
42003G580WEST MIFFLIN DIST 21,794
42003G590WEST VIEW DIST 01,795
42003G600WEST VIEW DIST 02,796
4200350ASPINWALL DIST 04,797
4200361AVALON WD 01,798
4200381AVALON WD 02 DIST 01,799
4200391AVALON WD 02 DIST 02,800
42003101AVALON WD 03 DIST 01,801
42003111AVALON WD 03 DIST 02,802
42003121AVALON WD 03 DIST 03,803
42003151BALDWIN DIST 01,804
42003930CARNEGIE WD 01 DIST 02,805
42003940CARNEGIE WD 01 DIST 03,806
42003950CARNEGIE WD 01 DIST 04,807
42003961CARNEGIE WD 02 DIST 01,808
42003980CARNEGIE WD 02 DIST 02,809
42003990CARNEGIE WD 02 DIST 03,810
420032221FOREST HILLS DIST 02,811
420032231FOREST HILLS DIST 03,812
420032240FOREST HILLS DIST 04,813
420032251FOREST HILLS DIST 05,814
420032261FOREST HILLS DIST 06,815
420032268FOREST HILLS DIST 07,816
420033310MC CANDLESS TWP WD 03 DIST 02,817
420033320MC CANDLESS TWP WD 03 DIST 03,818
420033330MC CANDLESS TWP WD 04 DIST 01,819
420033340MC CANDLESS TWP WD 04 DIST 02,820
420033350MC CANDLESS TWP WD 04 DIST 03,821
420033360MC CANDLESS TWP WD 05 DIST 01,822
420033370MC CANDLESS TWP WD 05 DIST 02,823
420033380MC CANDLESS TWP WD 05 DIST 03,824
420034600MT. LEBANON TWP WD 04 DIST 03,825
420034610MT. LEBANON TWP WD 04 DIST 04,826
420034620MT. LEBANON TWP WD 04 DIST 05,827
420034630MT. LEBANON TWP WD 04 DIST 06,828
420034640MT. LEBANON TWP WD 04 DIST 07,829
420034650MT. LEBANON TWP WD 05 DIST 01,830
420034730MT. LEBANON TWP WD 05 DIST 02,831
42003E110PLUM DIST 14,832
42003E115PLUM DIST 15,833
42003E120PLUM DIST 16,834
42003E125PLUM DIST 17,835
42003E130PLUM DIST 18,836
42003E135PLUM DIST 19,837
42003E140PLUM DIST 20,838
42003E145PLUM DIST 21,839
420037600PITTSBURGH WD 09 DIST 04,840
420037620PITTSBURGH WD 09 DIST 05,841
420037640PITTSBURGH WD 09 DIST 06,842
420037660PITTSBURGH WD 09 DIST 07,843
420037680PITTSBURGH WD 09 DIST 08,844
420037700PITTSBURGH WD 09 DIST 09,845
420036665PITTSBURGH WD 10 DIST 01,846
420036675PITTSBURGH WD 10 DIST 02,847
42003A170PITTSBURGH WD 15 DIST 18,848
42003A190PITTSBURGH WD 15 DIST 19,849
42003A210PITTSBURGH WD 16 DIST 01,850
42003A230PITTSBURGH WD 16 DIST 02,851
42003A250PITTSBURGH WD 16 DIST 03,852
42003A270PITTSBURGH WD 16 DIST 04,853
42003A290PITTSBURGH WD 16 DIST 05,854
42003B720PITTSBURGH WD 20 DIST 09,855
42003B740PITTSBURGH WD 20 DIST 10,856
42003B760PITTSBURGH WD 20 DIST 11,857
42003B780PITTSBURGH WD 20 DIST 12,858
42003B800PITTSBURGH WD 20 DIST 13,859
42003B820PITTSBURGH WD 20 DIST 14,860
42003B840PITTSBURGH WD 20 DIST 15,861
42003E075PLUM DIST 08,862
42003E080PLUM DIST 09,863
42003E085PLUM DIST 10,864
42003E290RESERVE TWP WD 04,865
42003E300RICHLAND TWP DIST 01,866
42003F470SOUTH PARK TWP DIST 02,867
42003F480SOUTH PARK TWP DIST 03,868
42003F490SOUTH PARK TWP DIST 04,869
42003F500SOUTH PARK TWP DIST 05,870
42003F510SOUTH PARK TWP DIST 06,871
42003G611WEST VIEW DIST 03,872
42003G630WEST VIEW DIST 04,873
42003G640WEST VIEW DIST 05,874
42003G621WEST VIEW DIST 06,875
42003G645WEST VIEW DIST 07,876
42003G650WHITAKER DIST 01,877
42003G660WHITAKER DIST 02,878
42003161BALDWIN DIST 02,879
42003171BALDWIN DIST 03,880
42003181BALDWIN DIST 04,881
42003191BALDWIN DIST 05,882
42003201BALDWIN DIST 06,883
420031000CARNEGIE WD 02 DIST 04,884
420031011CASTLE SHANNON DIST 01,885
420031021CASTLE SHANNON DIST 02,886
420031031CASTLE SHANNON DIST 03,887
420031041CASTLE SHANNON DIST 04,888
420031051CASTLE SHANNON DIST 05,889
420032274FOREST HILLS DIST 08,890
420032280FORWARD TWP DIST 01,891
420032291FORWARD TWP DIST 02,892
420032300FORWARD TWP DIST 03,893
420032305FORWARD TWP DIST 04,894
420032310FOX CHAPEL DIST 01,895
420032321FOX CHAPEL DIST 02,896
420033390MC CANDLESS TWP WD 06 DIST 01,897
420033400MC CANDLESS TWP WD 06 DIST 02,898
420033410MC CANDLESS TWP WD 06 DIST 03,899
420033420MC CANDLESS TWP WD 07 DIST 01,900
420034670MT. LEBANON TWP WD 05 DIST 03,901
420034680MT. LEBANON TWP WD 05 DIST 04,902
420034690MT. LEBANON TWP WD 05 DIST 05,903
420034700MT. LEBANON TWP WD 05 DIST 06,904
420034710MT. LEBANON TWP WD 05 DIST 07,905
420034721MT. LEBANON TWP WD 05 DIST 08,906
420034741MT. OLIVER DIST 01,907
420034751MT. OLIVER DIST 02,908
42003E151PORT VUE DIST 01,909
42003E190PORT VUE DIST 02,910
42003E200PORT VUE DIST 03,911
42003E181PORT VUE DIST 04,912
42003E210RANKIN DIST 01,913
42003E220RANKIN DIST 02,914
42003E230RANKIN DIST 03,915
42003E260RESERVE TWP WD 01,916
420036685PITTSBURGH WD 10 DIST 03,917
420037810PITTSBURGH WD 10 DIST 04,918
420037830PITTSBURGH WD 10 DIST 05,919
420036715PITTSBURGH WD 10 DIST 06,920
420037870PITTSBURGH WD 10 DIST 07,921
420037890PITTSBURGH WD 10 DIST 08,922
420037910PITTSBURGH WD 10 DIST 09,923
42003A310PITTSBURGH WD 16 DIST 06,924
42003A330PITTSBURGH WD 16 DIST 07,925
42003A350PITTSBURGH WD 16 DIST 08,926
42003A370PITTSBURGH WD 16 DIST 09,927
42003A390PITTSBURGH WD 16 DIST 10,928
42003A410PITTSBURGH WD 16 DIST 11,929
42003A430PITTSBURGH WD 16 DIST 12,930
42003A440PITTSBURGH WD 16 DIST 13,931
42003A480PITTSBURGH WD 17 DIST 01,932
42003A500PITTSBURGH WD 17 DIST 02,933
42003B860PITTSBURGH WD 20 DIST 16,934
42003B880PITTSBURGH WD 20 DIST 17,935
42003B900PITTSBURGH WD 20 DIST 18,936
42003B920PITTSBURGH WD 21 DIST 01,937
42003B940PITTSBURGH WD 21 DIST 02,938
42003B960PITTSBURGH WD 21 DIST 03,939
42003E310RICHLAND TWP DIST 02,940
42003E320RICHLAND TWP DIST 03,941
42003E495ROSS TWP WD 03 DIST 01,942
42003E505ROSS TWP WD 03 DIST 02,943
42003E515ROSS TWP WD 03 DIST 03,944
42003E525ROSS TWP WD 03 DIST 04,945
42003F520SOUTH PARK TWP DIST 07,946
42003F522SOUTH PARK TWP DIST 08,947
42003F524SOUTH PARK TWP DIST 09,948
42003F526SOUTH PARK TWP DIST 10,949
42003F528SOUTH PARK TWP DIST 11,950
42003F529SOUTH PARK TWP DIST 12,951
42003F530SOUTH VERSAILLES TWP,952
42003G670WHITE OAK DIST 01,953
42003G680WHITE OAK DIST 02,954
42003G690WHITE OAK DIST 03,955
42003G700WHITE OAK DIST 04,956
42003G710WHITE OAK DIST 05,957
42003G720WHITE OAK DIST 06,958
42003211BALDWIN DIST 07,959
42003221BALDWIN DIST 08,960
42003231BALDWIN DIST 09,961
42003225BALDWIN DIST 10,962
42003235BALDWIN DIST 11,963
420031061CASTLE SHANNON DIST 06,964
420031068CASTLE SHANNON DIST 07,965
420031073CASTLE SHANNON DIST 08,966
420031080CHALFANT,967
420031091CHESWICK DIST 01,968
420031101CHESWICK DIST 02,969
420032331FOX CHAPEL DIST 03,970
420032338FOX CHAPEL DIST 04,971
420032344FOX CHAPEL DIST 05,972
420032350FRANKLIN PARK WD 01 DIST 01,973
420032351FRANKLIN PARK WD 01 DIST 02,974
420032352FRANKLIN PARK WD 01 DIST 03,975
420032360FRANKLIN PARK WD 02 DIST 01,976
420032361FRANKLIN PARK WD 02 DIST 02,977
420033430MC CANDLESS TWP WD 07 DIST 02,978
420033440MC CANDLESS TWP WD 07 DIST 03,979
420033450MC DONALD DIST 05,980
420033460MC KEES ROCKS WD 01 DIST 01,981
420033471MC KEES ROCKS WD 01 DIST 02,982
420033491MC KEES ROCKS WD 02 DIST 01,983
420033511MC KEES ROCKS WD 02 DIST 02,984
420034780MT. OLIVER DIST 03,985
420034790MT. OLIVER DIST 04,986
420034800MUNHALL DIST 01,987
420034810MUNHALL DIST 02,988
420034820MUNHALL DIST 03,989
420034830MUNHALL DIST 04,990
420034840MUNHALL DIST 05,991
420034850MUNHALL DIST 06,992
420034860MUNHALL DIST 07,993
420034870MUNHALL DIST 08,994
42003E270RESERVE TWP WD 02,995
42003E280RESERVE TWP WD 03,996
42003H111WILKINSBURG WD 03 DIST 05,997
42003H121WILKINSBURG WD 03 DIST 06,998
42003H135WILMERDING DIST 01,999
42003H155WILMERDING DIST 02,1000
420037930PITTSBURGH WD 10 DIST 10,1001
420037950PITTSBURGH WD 10 DIST 11,1002
420037970PITTSBURGH WD 10 DIST 12,1003
420037990PITTSBURGH WD 10 DIST 13,1004
420038010PITTSBURGH WD 10 DIST 14,1005
420038030PITTSBURGH WD 10 DIST 15,1006
420038050PITTSBURGH WD 10 DIST 16,1007
42003A520PITTSBURGH WD 17 DIST 03,1008
42003A540PITTSBURGH WD 17 DIST 04,1009
42003A560PITTSBURGH WD 17 DIST 05,1010
42003A580PITTSBURGH WD 17 DIST 06,1011
42003A600PITTSBURGH WD 17 DIST 07,1012
42003A620PITTSBURGH WD 17 DIST 08,1013
42003A660PITTSBURGH WD 18 DIST 01,1014
42003A680PITTSBURGH WD 18 DIST 02,1015
42003B980PITTSBURGH WD 21 DIST 04,1016
42003C040PITTSBURGH WD 22 DIST 01,1017
42003C050PITTSBURGH WD 22 DIST 02,1018
42003C070PITTSBURGH WD 22 DIST 03,1019
42003C080PITTSBURGH WD 22 DIST 04,1020
42003C120PITTSBURGH WD 23 DIST 01,1021
42003E535ROSS TWP WD 04 DIST 01,1022
42003E545ROSS TWP WD 04 DIST 02,1023
42003E555ROSS TWP WD 04 DIST 03,1024
42003E565ROSS TWP WD 04 DIST 04,1025
42003F561SPRINGDALE DIST 01,1026
42003F570SPRINGDALE DIST 02,1027
42003F580SPRINGDALE DIST 03,1028
42003F600SPRINGDALE DIST 04,1029
42003F585SPRINGDALE TWP,1030
42003F610STOWE TWP WD 01,1031
42003F620STOWE TWP WD 02 DIST 01,1032
42003F630STOWE TWP WD 02 DIST 02,1033
42003G730WHITE OAK DIST 07,1034
42003G740WHITEHALL DIST 01,1035
42003G750WHITEHALL DIST 02,1036
42003G760WHITEHALL DIST 03,1037
42003G770WHITEHALL DIST 04,1038
42003G780WHITEHALL DIST 05,1039
42003G790WHITEHALL DIST 06,1040
42003261BALDWIN DIST 12,1041
42003271BALDWIN DIST 13,1042
42003281BALDWIN DIST 14,1043
42003291BALDWIN DIST 15,1044
42003295BALDWIN DIST 16,1045
420031110CHURCHILL DIST 01,1046
420031120CHURCHILL DIST 02,1047
420031130CHURCHILL DIST 03,1048
420031140CHURCHILL DIST 04,1049
420032370FRANKLIN PARK WD 03 DIST 01,1050
420032371FRANKLIN PARK WD 03 DIST 02,1051
420032372FRANKLIN PARK WD 03 DIST 03,1052
420032381FRAZER TWP DIST 01,1053
420032400GLASSPORT DIST 01,1054
420032411GLASSPORT DIST 02,1055
420032421GLASSPORT DIST 03,1056
420033530MC KEES ROCKS WD 03 DIST 01,1057
420033540MC KEES ROCKS WD 03 DIST 02,1058
420033551MC KEES ROCKS WD 03 DIST 03,1059
420033570MC KEESPORT WD 01,1060
420033580MC KEESPORT WD 02,1061
420033590MC KEESPORT WD 03 DIST 01,1062
420033600MC KEESPORT WD 03 DIST 02,1063
420033620MC KEESPORT WD 04,1064
420034880MUNHALL DIST 09,1065
420034890MUNHALL DIST 10,1066
420034900MUNHALL DIST 11,1067
420034910MUNHALL DIST 12,1068
420034920NEVILLE TWP WD 01,1069
420034930NEVILLE TWP WD 02,1070
420034940NEVILLE TWP WD 03,1071
420034950NORTH BRADDOCK WD 01 DIST 01,1072
420035522PENN HILLS TWP WD 03 DIST 06,1073
420035530PENN HILLS TWP WD 04 DIST 01,1074
420035540PENN HILLS TWP WD 04 DIST 02,1075
420035550PENN HILLS TWP WD 04 DIST 03,1076
420038070PITTSBURGH WD 10 DIST 17,1077
420038090PITTSBURGH WD 10 DIST 18,1078
420038100PITTSBURGH WD 10 DIST 19,1079
420038110PITTSBURGH WD 11 DIST 01,1080
420038120PITTSBURGH WD 11 DIST 02,1081
420038140PITTSBURGH WD 11 DIST 03,1082
420038160PITTSBURGH WD 11 DIST 04,1083
420038180PITTSBURGH WD 11 DIST 05,1084
420038200PITTSBURGH WD 11 DIST 06,1085
420038210PITTSBURGH WD 11 DIST 07,1086
42003A700PITTSBURGH WD 18 DIST 03,1087
42003A720PITTSBURGH WD 18 DIST 04,1088
42003A740PITTSBURGH WD 18 DIST 05,1089
42003A760PITTSBURGH WD 18 DIST 06,1090
42003A780PITTSBURGH WD 18 DIST 07,1091
42003A800PITTSBURGH WD 18 DIST 08,1092
42003A820PITTSBURGH WD 18 DIST 09,1093
42003C140PITTSBURGH WD 23 DIST 02,1094
42003C160PITTSBURGH WD 23 DIST 03,1095
42003C220PITTSBURGH WD 24 DIST 01,1096
42003C240PITTSBURGH WD 24 DIST 02,1097
42003C260PITTSBURGH WD 24 DIST 03,1098
42003C280PITTSBURGH WD 24 DIST 04,1099
42003C300PITTSBURGH WD 24 DIST 05,1100
42003E575ROSS TWP WD 05 DIST 01,1101
42003E585ROSS TWP WD 05 DIST 02,1102
42003E595ROSS TWP WD 05 DIST 03,1103
42003E605ROSS TWP WD 05 DIST 04,1104
42003E615ROSS TWP WD 06 DIST 01,1105
42003F641STOWE TWP WD 03,1106
42003F661STOWE TWP WD 04 DIST 01,1107
42003F680STOWE TWP WD 04 DIST 02,1108
42003F690STOWE TWP WD 05,1109
42003F700STOWE TWP WD 06,1110
42003F710STOWE TWP WD 07,1111
42003F720STOWE TWP WD 08,1112
42003F730STOWE TWP WD 09,1113
42003F740SWISSVALE DIST 01,1114
42003F750SWISSVALE DIST 02,1115
42003G800WHITEHALL DIST 07,1116
42003G810WHITEHALL DIST 08,1117
42003G820WHITEHALL DIST 09,1118
42003G830WHITEHALL DIST 10,1119
42003G840WHITEHALL DIST 11,1120
42003G850WHITEHALL DIST 12,1121
42003301BALDWIN DIST 17,1122
42003305BALDWIN DIST 18,1123
42003130BALDWIN TWP DIST 01,1124
42003140BALDWIN TWP DIST 02,1125
42003310BELL ACRES,1126
42003321BELLEVUE WD 01 DIST 01,1127
420031150CLAIRTON WD 01 DIST 01,1128
420031160CLAIRTON WD 01 DIST 02,1129
420031170CLAIRTON WD 01 DIST 03,1130
420031180CLAIRTON WD 02 DIST 01,1131
420031190CLAIRTON WD 02 DIST 02,1132
420032430GLASSPORT DIST 04,1133
420032440GLASSPORT DIST 05,1134
420032470GLASSPORT DIST 06,1135
420032480GLENFIELD,1136
420032491GREEN TREE DIST 01,1137
420032501GREEN TREE DIST 02,1138
420033630MC KEESPORT WD 05,1139
420033640MC KEESPORT WD 06 DIST 01,1140
420033650MC KEESPORT WD 06 DIST 02,1141
420033670MC KEESPORT WD 07 DIST 01,1142
420033680MC KEESPORT WD 07 DIST 02,1143
420033690MC KEESPORT WD 07 DIST 03,1144
420033700MC KEESPORT WD 07 DIST 04,1145
420033710MC KEESPORT WD 07 DIST 05,1146
420034960NORTH BRADDOCK WD 01 DIST 02,1147
420034971NORTH BRADDOCK WD 01 DIST 03,1148
420034991NORTH BRADDOCK WD 02 DIST 01,1149
420035001NORTH BRADDOCK WD 02 DIST 02,1150
420035030NORTH BRADDOCK WD 03 DIST 01,1151
420035041NORTH BRADDOCK WD 03 DIST 02,1152
420035060NORTH FAYETTE TWP DIST 01,1153
420035071NORTH FAYETTE TWP DIST 02,1154
420035076NORTH FAYETTE TWP DIST 03,1155
420035560PENN HILLS TWP WD 04 DIST 04,1156
420035561PENN HILLS TWP WD 04 DIST 05,1157
420035570PENN HILLS TWP WD 05 DIST 01,1158
420035580PENN HILLS TWP WD 05 DIST 02,1159
420035590PENN HILLS TWP WD 05 DIST 03,1160
420035600PENN HILLS TWP WD 05 DIST 04,1161
420035601PENN HILLS TWP WD 05 DIST 05,1162
420035602PENN HILLS TWP WD 05 DIST 06,1163
420038240PITTSBURGH WD 11 DIST 08,1164
420038260PITTSBURGH WD 11 DIST 09,1165
420038280PITTSBURGH WD 11 DIST 10,1166
420038300PITTSBURGH WD 11 DIST 11,1167
420038320PITTSBURGH WD 11 DIST 12,1168
420038340PITTSBURGH WD 11 DIST 13,1169
420038360PITTSBURGH WD 11 DIST 14,1170
42003A840PITTSBURGH WD 18 DIST 10,1171
42003A860PITTSBURGH WD 18 DIST 11,1172
42003A870PITTSBURGH WD 19 DIST 01,1173
42003A890PITTSBURGH WD 19 DIST 02,1174
42003A910PITTSBURGH WD 19 DIST 03,1175
42003A930PITTSBURGH WD 19 DIST 04,1176
42003C320PITTSBURGH WD 24 DIST 06,1177
42003C360PITTSBURGH WD 25 DIST 01,1178
42003C380PITTSBURGH WD 25 DIST 02,1179
42003C400PITTSBURGH WD 25 DIST 03,1180
42003C420PITTSBURGH WD 25 DIST 04,1181
42003C440PITTSBURGH WD 25 DIST 05,1182
42003C460PITTSBURGH WD 25 DIST 06,1183
42003E625ROSS TWP WD 06 DIST 02,1184
42003E635ROSS TWP WD 06 DIST 03,1185
42003E645ROSS TWP WD 06 DIST 04,1186
42003E655ROSS TWP WD 07 DIST 01,1187
42003E665ROSS TWP WD 07 DIST 02,1188
42003E675ROSS TWP WD 07 DIST 03,1189
42003F760SWISSVALE DIST 03,1190
42003F770SWISSVALE DIST 04,1191
42003F780SWISSVALE DIST 05,1192
42003F790SWISSVALE DIST 06,1193
42003F800SWISSVALE DIST 07,1194
42003F810SWISSVALE DIST 08,1195
42003F820SWISSVALE DIST 09,1196
42003G852WHITEHALL DIST 13,1197
42003G854WHITEHALL DIST 14,1198
42003G856WHITEHALL DIST 15,1199
42003G858WHITEHALL DIST 16,1200
42003G860WILKINS TWP WD 01 DIST 01,1201
42003331BELLEVUE WD 01 DIST 02,1202
42003351BELLEVUE WD 02 DIST 01,1203
42003361BELLEVUE WD 02 DIST 02,1204
42003371BELLEVUE WD 03 DIST 01,1205
42003381BELLEVUE WD 03 DIST 02,1206
42003400BEN AVON DIST 01,1207
42003411BEN AVON DIST 02,1208
420031200CLAIRTON WD 02 DIST 03,1209
420031210CLAIRTON WD 03 DIST 01,1210
420031220CLAIRTON WD 03 DIST 02,1211
420031230CLAIRTON WD 03 DIST 03,1212
420031240CLAIRTON WD 04 DIST 01,1213
420031250CLAIRTON WD 04 DIST 02,1214
420031260CLAIRTON WD 04 DIST 03,1215
420031281COLLIER TWP WD 01,1216
420031290COLLIER TWP WD 02,1217
420032510GREEN TREE DIST 03,1218
420032521GREEN TREE DIST 04,1219
420032541HAMPTON TWP DIST 01,1220
420033720MC KEESPORT WD 07 DIST 06,1221
420033730MC KEESPORT WD 07 DIST 07,1222
420033770MC KEESPORT WD 08 DIST 01,1223
420033780MC KEESPORT WD 08 DIST 02,1224
420033790MC KEESPORT WD 08 DIST 03,1225
420033800MC KEESPORT WD 08 DIST 04,1226
420033810MC KEESPORT WD 08 DIST 05,1227
420033820MC KEESPORT WD 08 DIST 06,1228
420035081NORTH FAYETTE TWP DIST 04,1229
420035091NORTH FAYETTE TWP DIST 05,1230
